Household ID|Cable Status|Meter Status|Panelist Status|Number of Cats|Number of Dogs|Number of TVs|Residence Type|Residence Status|Residence Duration|Household Income|Number of Members in Household|Male Head Working Status|Male Head Average Working Hours|Male Head Occupation|Male Head Education|Male Head Spanish/Hispanic|Male Head Race|Female Head Working Status|Female Head Average Working Hours|Female Head Occupation|Female Head Education|Female Head Spanish/Hispanic|Female Head Race|Demographic Change Date|Washing Machine|Clothes Dryer|Dishwasher|Freezer|Toaster|Toaster Broiler Over|Blender|Food Processor|Microwave|Convection Oven|Coffee Maker|Trash Compactor|Garbage Disposal|Hair Dryer|Curling Iron|Hair Rollers|Vacuum Cleaner|Personal Computer|Water Softner|Other Appliances|VCR
01139261|0|0|09|01|00|03|3|1|6|07|05|1|55|10|11|0|1|2|15|06|08|0|1|      |2|2|2|2|2|0|2|0|2|0|2|0|2|2|2|2|2|2|2|0|0
01139295|0|1|01|02|00|02|3|1|3|04|04|1|48|07|09|0|1|6|00|00|05|0|1|      |2|2|2|2|2|0|2|0|2|0|2|0|0|2|2|2|2|0|2|0|0
01139303|0|0|01|00|01|02|3|2|5|01|06|1|84|02|06|0|1|1|55|05|06|0|1|      |2|2|2|0|2|0|2|0|2|2|0|0|0|2|2|2|2|0|2|0|0
01139311|0|0|01|00|00|03|3|1|8|02|02|7|00|00|04|0|1|7|00|00|05|0|1|      |2|2|0|2|2|2|2|2|2|2|0|0|0|2|2|2|2|0|0|0|0
01139337|0|0|09|00|00|01|4|2|3|04|03|1|45|06|10|0|1|2|15|07|09|0|1|      |2|2|0|0|2|0|2|0|0|0|2|0|0|2|2|0|2|0|0|0|0
01139345|0|0|09|00|00|02|3|1|5|05|04|1|55|10|08|0|1|1|40|06|06|0|1|      |2|2|2|0|0|2|2|0|2|0|2|0|0|2|2|0|2|0|2|0|1
01139352|0|0|01|00|01|02|3|1|8|02|03|0|00|00|00|0|0|1|50|04|08|0|1|      |2|2|0|2|2|0|0|0|2|2|2|0|0|0|0|0|2|0|2|0|0
01139360|0|0|08|00|00|02|3|1|8|06|01|0|00|00|00|0|0|1|40|08|08|0|1|      |2|2|2|2|2|0|2|0|2|2|0|0|2|2|0|0|2|0|2|0|1
01139378|0|0|09|01|00|02|4|1|5|01|02|0|00|00|00|0|0|2|15|06|08|0|1|      |2|2|2|0|2|0|2|0|2|0|0|0|2|2|2|2|2|0|2|0|0
01139394|0|0|09|01|01|01|3|2|5|04|02|1|60|05|05|0|1|0|00|00|00|0|0|      |2|0|0|0|2|2|2|0|0|0|0|0|0|2|0|0|2|0|2|0|0
01139402|1|1|01|00|00|02|3|1|8|09|02|1|40|10|05|0|1|6|00|00|08|0|1|      |2|2|2|2|2|0|2|0|2|1|2|0|2|0|2|0|2|0|2|0|1
01139444|0|0|02|01|01|02|3|1|8|03|01|0|00|00|00|0|0|1|40|06|05|0|1|      |2|2|2|2|2|2|2|0|2|0|2|0|0|2|2|0|2|0|0|0|0
01139469|0|1|01|00|00|03|3|1|8|07|02|3|25|07|09|0|1|7|00|00|10|0|1|      |2|2|2|2|2|0|2|2|2|2|2|0|0|2|2|2|2|2|2|0|0
01139485|1|0|01|00|00|01|1|2|3|06|01|0|00|00|00|0|0|7|00|00|04|0|1|      |0|0|0|0|2|0|0|0|2|0|0|0|0|0|0|0|2|0|0|0|0
01139493|1|0|01|00|00|01|1|2|5|01|01|0|00|00|00|0|0|7|00|00|04|0|1|      |0|0|0|0|2|2|0|0|0|2|0|0|0|2|0|2|2|0|0|0|0
01139501|1|0|09|00|00|03|3|2|5|02|02|7|00|00|05|0|1|6|00|00|03|0|1|      |2|2|0|2|2|0|2|0|2|2|2|0|2|2|2|0|2|0|0|0|0
01139527|1|1|01|00|00|02|3|1|3|04|02|7|00|00|04|0|1|7|00|00|05|0|1|      |2|2|2|2|2|2|0|0|2|0|2|0|2|2|2|0|2|0|2|0|0
01139543|1|1|01|01|01|02|3|1|4|05|02|3|52|03|07|0|1|2|22|06|04|0|1|      |2|2|2|2|2|2|2|2|2|0|0|0|2|2|2|2|2|2|0|0|0
01139550|0|0|09|00|00|02|3|1|4|06|06|1|40|06|07|0|1|1|45|02|03|0|1|      |2|2|0|2|2|0|2|2|2|0|2|0|0|2|2|0|2|0|2|0|0
01139568|0|1|01|00|02|02|3|1|6|09|05|1|55|08|09|0|1|2|30|05|10|0|1|      |2|2|0|2|2|0|2|2|2|0|2|0|0|2|2|0|2|0|2|0|0
01139584|0|1|01|00|01|03|4|1|5|03|02|1|35|03|05|0|1|7|00|00|02|0|1|      |2|0|0|0|2|2|2|0|0|0|2|0|0|0|0|2|2|0|0|0|0
01139592|0|0|01|00|00|03|3|1|5|07|02|1|40|10|07|0|1|2|25|06|06|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|2|2|2|0|2|0|2|0|0
01139600|0|0|09|00|00|01|3|1|8|01|01|0|00|00|00|0|0|7|00|00|04|0|1|      |0|0|0|2|2|2|2|0|2|0|2|0|0|2|0|0|2|0|0|0|0
01139618|1|0|09|00|00|02|4|2|3|01|03|0|00|00|00|0|0|4|40|03|07|0|1|      |0|0|0|0|2|0|0|0|0|0|2|0|0|2|2|0|2|0|0|0|0
01139626|0|0|09|01|00|01|4|2|5|02|01|4|55|07|06|0|1|0|00|00|00|0|0|      |2|2|0|0|2|2|0|0|0|0|0|0|0|2|0|0|2|0|0|0|0
01139634|0|1|01|01|00|03|3|1|6|09|05|1|40|06|10|0|1|1|40|08|10|0|1|      |2|2|2|2|2|1|2|0|2|1|2|1|0|2|2|1|2|0|2|0|1
01139642|0|0|09|00|00|01|3|1|7|09|03|1|50|10|01|0|1|1|50|10|01|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|2|2|2|0|2|2|0|0|0
01139659|0|0|09|00|01|02|3|1|6|06|06|1|40|10|09|0|1|2|30|05|08|0|1|      |2|2|2|2|2|0|0|2|2|0|2|0|0|2|2|2|2|0|0|0|0
01139667|0|1|01|00|00|01|3|1|7|03|01|0|00|00|00|0|0|7|00|00|04|0|1|      |2|2|0|2|2|0|2|0|2|0|2|0|0|0|0|0|2|0|0|0|0
01139683|0|0|09|00|01|01|3|1|5|03|02|0|00|00|00|0|0|1|40|10|09|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|2|2|2|2|2|0|0|0|0
01139691|1|1|01|00|00|02|3|1|8|05|02|7|00|00|05|0|1|7|00|00|05|0|1|      |2|2|0|0|2|0|2|0|2|0|2|0|0|2|2|0|2|0|2|0|0
01139709|0|0|09|00|00|02|3|1|4|06|03|1|40|05|09|0|1|2|15|07|09|0|1|      |2|2|2|2|2|0|2|0|2|0|2|0|0|2|2|0|2|0|0|0|0
01139717|0|0|09|00|00|03|3|1|8|07|02|1|40|03|05|0|1|6|00|00|05|0|1|      |2|2|0|2|2|0|2|0|2|2|2|0|0|2|2|0|2|0|0|0|0
01139725|0|1|01|00|01|02|3|1|7|08|02|1|50|10|08|0|1|1|40|06|08|0|1|      |2|2|2|2|2|2|0|2|2|2|2|0|2|2|2|2|2|0|2|0|0
01139733|0|1|01|00|00|01|3|1|8|01|01|0|00|00|00|0|0|7|00|00|03|0|1|      |2|0|0|2|2|0|0|0|0|2|0|0|0|0|0|0|2|0|0|0|0
01139741|0|1|01|00|01|01|3|1|8|07|03|1|50|10|09|0|1|2|30|06|09|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|2|2|2|0|2|2|2|0|0
01139766|0|0|09|01|00|01|3|1|8|05|02|1|40|10|08|0|1|2|14|04|08|0|1|      |2|2|0|2|2|0|2|2|0|0|2|0|0|2|0|0|2|0|0|0|0
01139782|0|0|01|00|00|01|3|1|7|01|01|0|00|00|00|0|0|7|00|00|04|0|1|      |0|0|0|0|2|2|2|0|2|0|0|0|0|2|2|0|2|0|0|0|0
01139816|0|0|09|02|01|03|4|1|4|06|06|1|60|02|05|0|1|4|40|05|04|0|1|      |2|2|0|0|2|0|2|2|0|0|2|0|0|2|0|0|2|0|0|0|0
01139824|1|0|01|00|01|05|3|1|7|08|03|1|50|05|05|0|1|2|32|09|04|0|1|      |2|2|2|2|2|0|2|0|2|0|2|0|0|2|2|2|2|0|2|0|0
01139832|0|0|01|00|01|01|3|1|8|03|02|7|00|00|05|0|1|7|00|00|08|0|1|      |2|2|0|0|2|0|2|0|0|0|2|0|0|0|2|0|2|0|0|0|0
01139857|0|0|09|01|00|01|3|1|3|07|03|1|45|08|10|0|1|1|75|08|09|0|1|      |2|2|2|0|2|0|2|0|0|2|0|2|2|2|0|0|2|0|2|0|0
01139865|0|1|01|00|00|01|4|1|8|04|02|7|00|00|08|0|1|7|00|00|10|0|1|      |2|2|0|0|2|0|2|0|2|0|2|0|0|2|0|0|2|0|2|0|0
01139873|0|0|09|00|00|02|3|1|5|07|02|7|00|00|11|0|1|5|00|00|08|0|1|      |2|2|2|2|2|1|2|0|2|1|2|0|0|2|2|0|2|0|0|0|0
01139881|0|0|09|01|00|02|1|2|1|03|01|0|00|00|00|0|0|1|44|06|09|0|1|      |2|0|2|0|2|0|2|0|0|0|2|0|2|2|2|2|2|2|0|0|0
01139915|0|0|09|00|00|02|3|1|4|06|04|1|40|10|09|0|1|1|50|05|07|0|1|      |2|2|0|2|2|0|2|0|0|2|0|0|0|2|2|2|2|0|2|0|0
01139923|0|0|09|00|01|01|3|1|6|11|03|1|40|08|11|0|1|1|40|08|10|0|1|      |2|2|2|2|2|0|2|0|2|0|0|0|2|2|2|0|2|0|2|0|0
01139956|0|0|09|00|01|02|3|1|6|11|04|1|50|10|11|0|1|2|20|08|07|0|1|      |2|2|0|2|2|2|2|0|2|0|2|0|0|2|2|2|2|0|2|0|1
01140004|0|1|01|00|00|02|3|1|7|04|03|7|00|00|05|0|1|2|30|05|05|0|1|      |2|2|0|2|2|0|2|0|0|0|2|0|0|2|2|2|2|0|0|0|0
01140046|0|0|09|00|01|02|3|1|3|04|04|1|50|02|05|0|1|1|35|09|07|0|1|      |2|2|2|2|2|0|2|0|2|0|2|0|2|2|2|2|2|0|2|0|0
01140053|0|0|09|00|00|02|3|1|5|06|03|1|45|07|08|0|1|1|40|06|05|0|1|      |2|2|0|2|2|2|0|0|2|0|2|0|0|2|2|0|2|0|2|0|0
01140095|0|0|09|00|00|02|3|1|5|07|04|1|40|10|09|0|1|1|35|08|07|0|1|      |2|2|2|2|2|0|2|0|2|0|2|0|0|2|2|0|2|2|0|0|0
01140129|0|1|01|00|01|03|3|1|5|10|04|1|40|10|09|0|1|2|16|08|09|0|1|      |2|2|2|2|2|0|2|0|2|0|0|0|2|2|2|2|2|2|2|0|0
01140137|0|1|01|00|01|02|3|1|4|10|04|1|50|10|09|0|1|2|24|08|09|0|1|      |2|2|2|0|2|2|2|2|2|0|2|0|2|2|2|2|2|0|0|0|1
01140145|0|1|01|00|01|03|3|1|8|08|03|1|48|02|04|0|1|2|30|05|03|0|1|      |2|2|0|2|2|0|2|2|2|2|2|0|2|2|2|2|2|0|2|0|1
01140152|0|1|01|00|00|03|3|1|8|05|02|7|00|00|05|0|1|1|40|06|05|0|1|      |2|2|0|0|2|0|0|0|2|0|2|0|0|2|2|0|2|0|0|0|1
01140160|0|0|09|00|01|05|3|1|7|08|02|1|40|10|10|0|1|1|55|08|10|0|1|      |2|2|2|2|2|2|2|2|2|0|2|0|2|2|2|2|2|0|2|0|0
01140178|0|1|01|00|00|02|3|1|4|04|01|0|00|00|00|0|0|1|48|08|09|0|1|      |2|0|0|0|2|0|2|2|2|0|0|0|0|2|2|0|2|0|0|0|0
01140186|0|1|01|00|00|01|3|1|5|05|02|7|00|00|04|0|1|7|00|00|07|0|1|      |2|2|0|2|2|0|2|0|2|2|0|0|0|2|2|0|2|0|0|0|0
01140194|0|0|01|00|00|03|3|1|8|04|02|7|00|00|05|0|1|7|00|00|03|0|1|      |2|2|0|2|2|2|2|2|2|0|2|0|0|2|2|0|2|0|2|0|0
01140210|0|0|09|00|01|02|3|2|3|08|04|1|40|08|10|0|1|1|99|08|11|0|1|      |2|2|2|0|2|0|2|0|2|0|0|0|0|2|2|2|2|0|2|0|0
01140236|0|1|01|00|00|04|3|1|5|06|04|1|40|08|09|0|1|2|20|08|09|0|1|      |2|2|2|2|2|0|2|2|2|2|2|0|2|2|2|0|2|2|2|0|0
01140277|0|1|01|01|01|03|3|1|6|07|05|1|40|03|05|0|1|1|40|04|05|0|1|      |2|2|2|2|2|2|0|0|2|2|2|0|0|2|2|0|2|0|0|0|0
01140293|0|1|01|00|00|01|3|1|3|05|02|4|40|03|07|0|1|1|45|08|11|0|1|      |2|2|0|0|2|2|2|0|0|0|2|0|0|2|2|0|2|0|0|0|1
01140335|0|0|09|00|00|04|3|1|5|06|03|1|40|05|09|0|1|1|40|09|09|0|1|      |2|2|0|2|2|2|2|0|2|0|0|0|0|2|2|0|2|2|0|0|0
01140343|0|1|01|00|00|02|3|1|7|03|02|2|20|04|05|0|1|2|10|07|08|0|1|      |2|2|0|2|2|2|2|0|2|0|2|0|0|2|2|0|2|0|2|0|0
01140350|0|1|01|01|01|01|3|1|6|06|04|1|40|08|11|0|1|2|12|08|11|0|1|      |2|2|2|2|2|0|2|0|2|0|0|0|0|2|2|0|2|0|2|0|0
01140368|0|0|09|00|00|01|1|2|3|02|03|0|00|00|00|0|0|1|55|10|08|0|1|      |0|0|0|0|2|0|0|0|0|0|2|0|0|2|2|2|2|0|0|0|0
01140392|1|1|01|00|00|02|3|1|6|03|04|5|00|00|08|0|1|6|00|00|04|0|1|      |2|2|2|0|2|2|2|0|2|0|2|0|0|2|2|0|2|0|2|0|0
01140400|0|1|01|00|00|01|3|1|8|02|01|0|00|00|00|0|0|7|00|00|06|0|1|      |2|0|0|0|0|2|2|0|1|2|2|0|0|0|0|0|2|0|2|0|0
01140418|0|0|09|00|00|02|3|1|6|04|01|0|00|00|00|0|0|7|00|00|03|0|1|      |2|2|0|2|2|0|2|0|2|0|2|0|0|0|2|0|2|0|0|0|0
01140426|0|1|01|00|01|01|3|1|8|03|01|0|00|00|00|0|0|2|27|07|08|0|1|      |2|2|2|2|2|2|0|2|2|2|2|0|0|2|2|0|2|0|2|0|0
01140434|1|0|01|00|00|02|3|1|8|03|02|7|00|00|05|0|1|6|00|00|05|0|1|      |2|2|0|2|2|0|2|0|0|2|2|0|2|2|0|0|2|0|2|0|0
01140442|1|1|01|00|00|01|3|1|5|02|02|7|00|00|03|0|1|0|00|00|00|0|0|      |2|2|0|2|0|2|2|2|0|0|2|0|0|0|0|0|2|0|2|0|0
01140467|0|0|09|00|01|01|3|1|4|07|04|1|40|08|09|0|1|1|36|08|07|0|1|      |2|2|0|0|0|2|2|0|0|0|2|0|2|2|2|2|2|0|0|0|0
01140483|1|0|09|00|00|03|3|1|7|08|02|1|50|08|11|0|1|2|15|08|09|0|1|      |2|2|2|2|2|0|2|2|2|0|0|0|2|2|2|0|2|0|2|0|1
01140509|0|1|01|00|00|02|3|1|8|02|01|0|00|00|00|0|0|7|00|00|08|0|1|      |2|2|2|0|2|2|2|0|2|0|2|0|0|2|2|0|2|0|2|0|0
01140517|0|1|01|00|00|01|3|2|2|03|01|0|00|00|00|0|0|3|10|08|08|0|1|      |0|0|2|0|0|2|2|0|0|0|0|0|2|2|2|0|2|0|2|0|0
01140525|0|0|01|00|01|03|3|1|6|05|02|1|40|05|07|0|1|6|00|00|09|0|1|      |2|2|0|2|2|0|2|0|0|0|0|0|0|2|2|1|2|0|0|0|1
01140533|0|0|01|00|00|03|3|1|6|02|05|1|40|10|03|0|1|2|10|06|07|0|1|      |2|2|2|2|2|0|2|0|2|2|2|0|0|2|2|2|2|2|0|0|1
01140541|1|0|04|00|01|04|3|1|3|06|02|1|99|08|11|0|1|1|40|09|10|0|1|      |2|2|0|0|2|0|2|2|2|2|2|0|0|2|2|0|2|2|2|0|0
01140558|0|1|01|01|00|02|3|1|3|11|05|1|40|06|11|0|1|1|40|06|11|0|1|      |2|2|2|2|2|0|2|2|2|2|0|0|2|2|2|0|2|0|2|0|0
01140582|0|1|01|00|00|03|3|1|8|02|01|0|00|00|00|0|0|7|00|00|08|0|1|      |2|2|2|2|2|0|2|0|2|0|2|0|0|0|2|0|2|0|0|0|0
01140590|1|1|01|00|01|01|3|1|6|07|02|1|40|06|07|0|1|1|40|05|07|0|4|      |2|2|0|2|2|0|2|0|2|0|2|2|2|2|2|2|2|0|2|0|1
01140624|0|1|01|00|00|02|3|1|4|06|01|0|00|00|00|0|0|1|40|06|05|0|1|      |2|2|0|2|2|0|2|0|2|0|2|0|0|0|0|0|2|0|2|0|1
01140632|1|0|01|00|00|02|3|1|8|03|02|7|00|00|08|0|1|6|00|00|06|0|1|      |2|2|2|2|2|0|2|2|0|0|2|0|0|2|0|0|2|0|2|0|0
01140657|0|0|09|00|00|03|3|1|4|05|03|1|55|10|11|0|1|6|00|00|09|0|1|      |2|2|0|2|2|2|0|2|2|2|2|0|0|2|2|2|2|0|2|0|0
01140665|1|0|01|01|00|02|3|1|8|03|03|7|00|00|04|0|1|7|00|00|08|0|1|      |2|0|0|2|2|0|2|0|2|0|2|0|0|2|2|0|2|0|0|0|0
01140681|0|1|01|01|01|02|3|1|6|08|05|1|40|08|09|0|1|6|00|00|09|0|1|      |2|2|2|2|2|0|2|2|0|0|2|0|0|2|2|0|2|0|2|0|1
01140699|0|1|01|00|00|02|3|1|6|03|01|0|00|00|00|0|0|7|00|00|10|0|1|      |2|2|0|2|2|0|2|0|2|0|2|0|0|2|2|1|2|0|1|0|0
01140707|0|1|01|00|00|01|3|1|8|02|01|0|00|00|00|0|0|7|00|00|03|0|1|      |2|2|0|2|2|0|2|0|2|2|2|0|0|0|1|0|2|0|0|0|0
01140715|0|0|01|01|02|01|3|1|4|06|03|5|00|00|08|0|1|1|60|06|10|0|1|      |2|2|2|0|2|2|2|0|2|0|2|0|0|1|2|2|2|2|0|0|0
01140756|1|1|01|00|01|02|3|1|5|07|06|1|40|02|05|0|1|1|40|08|07|4|1|      |2|2|2|2|2|2|2|0|2|0|2|0|0|2|2|2|2|0|0|0|0
01140764|0|1|01|00|00|02|3|1|8|02|02|3|40|02|03|0|1|7|00|00|06|0|1|      |2|2|0|0|2|0|2|0|0|2|0|0|0|2|2|0|2|0|2|0|0
01140806|0|0|01|00|00|04|3|1|8|06|02|1|50|02|08|0|1|6|00|00|05|0|1|      |2|2|2|2|2|0|2|0|2|0|2|0|2|2|0|0|2|0|2|0|0
01140848|0|1|01|00|00|02|3|1|7|10|02|1|50|10|11|0|1|1|55|08|11|0|1|      |2|2|2|2|2|0|2|2|2|2|2|0|0|2|0|0|2|0|2|0|0
01140863|0|0|09|00|00|01|3|1|8|03|01|0|00|00|00|0|0|7|00|00|08|0|1|      |2|2|0|0|2|2|2|0|0|0|0|0|0|2|2|0|2|0|0|0|0
01140889|0|0|01|00|01|03|3|1|6|04|04|1|50|02|08|0|1|1|60|10|08|0|1|      |2|2|2|2|2|2|2|2|2|0|0|0|0|2|2|0|2|0|2|0|0
01140897|0|0|09|00|01|05|3|2|3|07|04|3|50|02|10|0|1|1|45|05|05|0|1|      |2|2|2|0|2|0|2|0|2|0|2|0|0|2|2|2|2|0|0|0|1
01140905|0|0|01|00|00|02|1|2|5|01|01|0|00|00|00|0|0|7|00|00|05|0|1|      |2|2|0|2|2|2|2|0|0|2|2|0|0|2|2|0|2|0|0|0|0
01140913|0|1|01|00|01|05|3|1|5|12|02|1|40|06|09|0|1|6|00|00|05|0|1|      |2|2|2|2|2|0|2|2|2|0|0|0|2|2|2|0|2|0|2|0|1
01140921|0|1|01|00|00|01|3|1|4|05|03|1|40|08|09|0|1|1|40|08|10|0|1|      |0|2|0|0|2|2|2|0|2|2|0|2|0|0|2|2|0|2|2|0|0
01140954|0|1|01|00|00|01|3|1|1|05|03|1|50|07|07|0|1|6|00|00|07|0|1|      |2|2|2|2|2|0|2|2|2|0|0|0|2|2|2|0|2|0|0|0|0
01140962|1|1|01|00|00|03|3|1|5|05|04|1|40|10|09|0|1|2|20|05|04|0|1|      |2|2|2|2|2|0|2|0|0|2|0|0|2|2|2|2|2|2|2|0|0
01140996|0|1|01|00|00|01|3|1|8|03|01|0|00|00|00|0|0|7|00|00|08|0|1|      |2|2|0|2|2|2|2|0|2|0|0|0|0|2|2|0|2|0|0|0|0
01141002|0|1|01|02|00|03|3|1|4|06|03|1|40|08|11|0|1|2|32|06|11|0|1|      |2|2|0|2|2|2|2|0|2|0|2|0|0|2|2|2|2|0|0|0|1
01141036|0|0|01|00|00|02|3|1|8|05|02|7|00|00|07|0|1|6|00|00|08|0|1|      |2|2|2|2|2|0|2|0|2|0|2|0|2|0|2|0|2|0|2|0|0
01141044|0|0|09|00|00|02|3|1|4|03|03|0|00|00|00|0|0|1|40|08|09|0|1|      |2|2|0|0|2|0|2|0|0|0|2|0|0|2|2|0|2|2|0|0|0
01141069|1|0|01|00|00|01|3|1|4|06|03|1|48|03|08|0|1|1|40|08|09|0|1|      |2|2|0|2|0|2|0|2|2|0|2|0|0|2|2|0|2|0|0|0|1
01141085|0|0|01|00|01|01|3|1|5|05|02|1|46|02|06|0|1|6|00|00|05|0|1|      |2|2|0|2|2|0|0|0|2|2|0|0|0|2|2|0|2|0|0|0|1
01141101|0|1|01|00|00|03|3|1|8|06|02|3|10|07|09|0|1|7|00|00|10|0|1|      |2|2|2|2|2|0|0|2|2|0|0|0|2|2|2|0|2|0|2|0|0
01141119|0|1|01|00|00|02|5|1|5|02|02|5|00|00|03|0|1|2|16|06|03|0|1|      |2|2|0|0|2|2|2|2|2|0|2|0|0|2|2|0|2|0|0|0|0
01141127|1|0|01|00|00|03|4|2|1|02|02|1|35|05|08|0|1|2|34|05|05|0|1|      |0|0|0|2|2|2|2|0|2|0|2|0|0|2|2|2|2|0|0|0|0
01141150|1|1|01|00|02|04|3|1|8|07|05|1|40|06|05|0|1|6|00|00|05|0|1|      |2|2|2|2|2|0|2|2|2|2|2|0|2|2|2|2|2|0|0|0|0
01141168|0|0|01|00|00|02|4|1|6|03|01|0|00|00|00|0|0|2|16|06|10|0|1|      |2|2|2|2|2|2|2|2|2|0|2|0|0|2|2|0|2|0|2|0|0
01141184|0|1|01|00|00|02|3|2|8|06|05|1|90|07|08|0|1|6|00|00|05|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|0|2|2|0|2|2|2|0|0
01141218|0|1|01|00|01|02|3|3|4|06|05|1|40|10|08|0|1|6|00|00|09|0|1|      |2|2|2|2|2|2|2|0|2|0|2|0|0|2|2|2|2|0|2|0|1
01141226|0|1|01|00|00|02|3|1|7|05|03|7|00|00|03|0|1|7|00|00|06|0|1|      |2|2|0|2|2|0|0|2|2|0|2|0|0|2|2|0|2|0|2|0|0
01141259|0|1|01|00|01|02|3|1|4|05|01|0|00|00|00|0|0|1|50|08|10|0|1|      |2|2|0|2|2|2|2|2|2|2|2|0|2|2|2|2|2|0|2|0|0
01141267|1|0|09|00|00|03|3|1|4|06|02|1|40|10|09|0|1|6|00|00|09|0|1|      |2|2|0|2|2|0|2|0|2|0|2|0|0|2|2|2|2|0|0|0|0
01141309|0|0|09|00|00|02|3|1|5|08|02|1|50|10|09|0|1|6|00|00|07|0|1|      |2|2|2|2|2|0|2|0|0|0|2|0|2|2|2|0|2|0|2|0|0
01141317|0|0|01|00|00|03|3|1|8|07|02|7|00|00|07|0|1|7|00|00|09|0|1|      |2|2|0|2|2|0|2|0|0|2|2|0|2|2|2|0|2|0|2|0|0
01141341|0|0|09|00|00|01|3|1|8|03|02|7|00|00|03|0|1|7|00|00|07|0|1|      |2|2|0|2|2|2|0|0|0|0|0|0|0|0|0|0|2|0|2|0|0
01141358|1|0|01|00|00|02|3|1|8|02|02|0|00|00|00|0|0|7|00|00|04|0|1|      |2|2|0|0|2|2|2|0|2|0|2|0|0|0|0|2|0|0|0|0|0
01141382|0|0|01|00|00|01|3|1|6|03|02|7|00|00|03|0|1|7|00|00|04|0|1|      |2|2|0|2|2|2|0|0|2|2|0|0|0|0|2|0|2|0|2|0|0
01141390|0|0|01|00|00|02|3|1|3|09|04|1|50|10|09|0|1|6|00|00|08|0|1|      |2|2|2|1|2|1|2|0|2|1|0|0|2|2|2|2|2|0|2|0|1
01141408|0|1|01|00|01|01|3|1|4|04|03|1|50|10|08|0|1|6|00|00|08|0|1|      |2|2|0|0|2|0|2|0|2|0|0|0|0|2|2|2|2|0|2|0|0
01141416|0|1|01|00|00|02|3|1|5|07|01|0|00|00|00|0|0|2|25|06|06|0|1|      |2|2|2|2|2|0|2|2|2|0|2|2|2|2|2|0|2|0|2|0|0
01141432|0|0|05|02|01|02|3|1|5|03|05|4|45|02|04|0|1|1|35|02|04|0|1|      |2|2|0|0|2|0|2|0|2|2|2|0|0|2|2|2|2|0|0|0|0
01141440|0|1|01|00|00|01|3|1|6|03|01|0|00|00|00|0|0|3|45|04|10|0|1|      |2|2|0|0|2|0|0|0|2|0|2|0|0|0|2|0|2|0|2|0|0
01141457|0|1|01|00|00|02|3|1|8|03|02|3|40|06|06|0|1|7|00|00|05|0|1|      |2|2|0|2|2|0|2|0|2|2|0|0|0|2|0|0|2|0|2|0|0
01141473|0|1|01|00|00|02|3|1|5|04|02|2|30|06|09|0|1|1|40|06|07|0|1|      |2|2|2|0|2|2|0|0|2|0|0|0|2|2|0|0|2|0|2|0|0
01141507|0|1|01|00|01|03|3|1|8|07|02|7|00|00|08|0|1|5|00|00|05|0|1|      |2|2|2|2|2|0|2|0|2|0|0|0|2|0|0|0|2|0|2|0|0
01141515|0|1|01|00|00|03|3|1|6|08|04|1|53|10|04|0|1|2|25|06|05|0|1|      |2|2|2|2|2|0|2|0|2|2|2|0|0|2|2|2|2|0|2|0|1
01141523|1|0|09|00|00|04|3|1|8|08|02|1|65|10|08|0|1|6|00|00|05|0|1|      |2|2|2|2|2|2|2|2|2|2|2|0|2|2|2|0|2|0|0|0|1
01141531|0|0|09|00|00|02|3|1|5|08|06|1|55|08|11|0|1|2|12|08|11|0|1|      |2|2|2|2|2|0|2|0|2|2|0|0|0|2|2|2|2|0|2|0|1
01141549|1|0|09|00|00|02|3|2|1|02|02|0|00|00|00|0|0|1|40|05|05|0|1|      |2|2|0|2|2|0|2|0|2|0|2|0|0|2|0|0|2|0|0|0|0
01141564|0|1|01|00|00|04|3|1|6|05|04|1|40|09|09|0|1|2|20|05|10|0|1|      |2|2|2|2|2|2|2|2|2|0|2|0|0|2|2|2|2|2|2|0|0
01141572|0|0|09|00|01|01|3|1|6|05|05|1|40|08|11|0|1|2|25|06|09|0|1|      |2|2|2|0|2|0|2|0|2|0|0|0|0|2|2|0|2|0|2|0|0
01141580|1|0|09|00|00|03|3|1|6|05|06|1|50|02|06|0|1|1|52|02|07|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|0|2|2|0|2|0|2|0|0
01141606|0|0|02|00|01|03|3|1|5|05|04|1|40|02|05|0|1|1|37|05|05|0|1|      |2|2|2|2|2|0|2|0|2|2|2|0|0|2|2|0|2|2|2|0|1
01141614|0|0|05|00|00|03|3|1|1|04|04|1|60|02|04|0|1|2|16|02|05|0|1|      |2|2|0|2|2|2|2|2|2|0|0|0|0|2|2|0|2|2|0|0|1
01141622|0|1|01|00|01|02|3|1|5|06|05|1|50|10|05|0|1|1|40|06|05|0|1|      |2|2|2|2|2|2|2|0|2|2|2|0|0|2|2|2|2|0|2|0|1
01141648|1|0|09|00|00|02|2|2|3|03|06|1|40|06|05|0|1|6|00|00|05|0|1|      |2|2|0|0|2|0|2|0|2|0|2|0|0|2|2|2|2|0|0|0|0
01141671|1|1|01|00|01|02|3|1|6|07|03|1|45|10|07|0|1|1|40|06|07|0|1|      |2|2|2|2|2|0|2|0|2|0|2|0|2|2|2|2|2|0|2|0|0
